Description,TotalSalesDollars,ProfitMargin
Jadot Pernand Croix Blanc 12,104.97,77.47927979
Jadot Pernand Vergelesses 13,2087.42,83.35361355
Jadot Rully 13,1117.57,86.22905053
Jadot Saint Aubin 13,797.79,93.4318555
Jadot Santenay Clos Rous 12,139.96,83.22377822
Jadot Savigny 13 Clos de Gue,2279.43,95.16019356
Jadot Savigny Bl Clos de Gue,1119.72,97.6654878
Jadot Savigny Les Beaune 12,489.86,76.18707386
Jadot Savigny Narbantons 12,104.97,35.49585596
Jadot Savigny les Beaune 13,2169.38,76.0263301
Jadot Vosne Romanee 13,1319.78,78.64644107
James L'Escargot Svgn Blanc,3252.83,58.42174353
Jameson Rarest Vintage Rsv,5099.83,82.03861697
Jamieson R Double Lariat Cab,647.88,34.63604371
Jamieson Ranch Cab Svgn,2274.35,25.66843274
Januik Cab Svgn Columbia Vly,1099.56,24.78445924
Jargon Pinot Nr CA,458.7,29.62720733
Jarhead Chard,2476.22,48.89872467
Jarhead Red,3469.52,49.49041942
Jarvis Chard Estate Napa,1919.68,11.91656943
Jaume Serra Cristalino Rose,8200.19,33.02923469
Je T'Aime Cremant de Limoux,1039.35,10.85582335
Jean Dauvissat Chablis St Pi,7617.25,24.55702517
Jean Laurent Blanc de Noirs,1982.57,97.29542967
Jean Luc Colombo Ruchets 07,159.98,65.5144393
Jean-Paul & Benoit Droin 14,2660.79,5.543842242
Jefferson's Manhattan RTD,5758.53,88.50904658
Jekel Grvlstone Montry Chard,4361.78,41.98744549
Jekel Rsl Monterey,4659.01,31.60607082
Jeremiah Weed Bourbon,554.63,20.01334223
Jeremiah Weed Sarsaparilla,179.88,44.42961975
Jesse James Spiced Bourbon,383.76,21.88868043
Jewell Towne Cab Svgn NH,4867.48,11.88376737
Jewell Towne Chardonnay,8070.93,31.7253402
Jewell Towne Seyval NH,7940.93,31.8222173
Jim Beam Bonded Bourbon,3076.29,86.50322304
Jim Beam Candy Cane 4/50mLs,1308.72,78.6463109
Jim Beam Distlrs Masterpiece,8999.55,13.66768338
Jim Beam Signature Craft Ltd,4416.84,96.70239357
Jim Beam White BBQ Sauce Pak,2052.15,97.40516044
Jimenez Landi Bajondillo Men,371.76,31.0522918
Jip Jip Rocks Shiraz/CabSvgn,1019.4,45.94467334
Joel Gott Rsl Columbia Vly,207.84,51.61662818
John Anthony Cab Svgn Napa,2759.54,35.07251209
John Anthony Svgn Bl,1605.27,28.38587901
John Taylor Velvet Falernum,159.9,34.315197
Johnnie Walker Gold Edition,2634.69,37.4879018
Johnnie Walker Odyssey,8549.91,5.253622553
Jonathan Edwards Znfdl Lodi,176.94,32.89250593
Jordan Chard Sonoma,5978.07,43.43525586
Jos Phelps Insignia 2010 Red,8447.34,82.94232267
Jose Cuervo Cinge,1885.89,45.73278399
Jose Cuervo La Familia Rsv,8199.18,47.73623704
Jose Cuervo R Rolling Stones,4199.58,26.47264726
Jose Cuervo Tropina,350.82,28.57875834
Jose Maria de Fonseca Periq,3346.65,35.79250893
Josef Weinberg Radiance Mosl,359.64,31.53153153
Joseph Drouhin Cote de Beaun,1689.35,96.96332909
Joseph Drouhin Cote de Nuits,1619.43,26.49265482
Joseph Mellot Reuilly Svgn B,15.99,31.01938712
Joseph Mellot Sancerre White,1699.32,73.35463597
Joseph Phelps Insignia 08,6239.61,62.64349855
Joseph Phelps Insignia 09,2559.84,83.65991624
Josh Cellars Cab Svgn Paso R,1580.07,24.12994361
Josh Cellars Craftsman Cab S,3189.72,32.13949814
Juan Gil Dry Wh Muscat Jumil,687.37,62.46562986
Juarez Silver Tequila,8801.91,9.958179531
Juarez Triple Sec,6755.07,21.67764361
Jubileo Meritage,119.88,32.43243243
Julius Treis Trocken Rsl,137.94,35.05872118
Justin Obtuse,1054.09,43.97157738
K Syrah The Deal,2478.33,11.60983404
K Vintners Cab Svgn Stonerid,563.88,32.43243243
K Vintners Syrah The Hidden,2799.6,22.58894128
K Vntrs Milbrandt Col Syrah,1253.62,14.7070085
KAH Extra Aged Tequila,1249.95,13.66854674
KJ 12 Vintners Rsv Cab Svgn,1067.88,31.03719519
KJ Est 12 Chard Camelot High,4978.34,26.24047373
KJ Est 12 Pnt Nr Outland Rdg,1749.5,33.7959417
KJ Est Cab Hawkeye Mtn,299.94,32.4264853
KJ Est Chard Santa Maria Vly,167.94,33.76205788
KJ Jackson Est Pnt Nr Anders,101.94,33.78457916
Kahlua Cinnamon Spice,2308.82,97.56585615
Kahlua Hazelnut,9138.01,80.10726624
Kahlua Peppermint Mocha,7055.39,89.22270775
Kaiken Malbec Mendoza,1021.27,33.85686449
Kaikouzu Potato Shochu,699.8,9.082595027
Kamchatka Vodka,3811.32,27.3483308
Kamora Coffee Gift Pack,7627.64,35.1303942
Kamora Coffee Liqueur,1670.48,29.10540683
Kangarilla McLaren Vl Shiraz,131.94,31.96907685
Kavalan Soloist Tawain Whsky,5699.85,69.9244717
Ke Ke Beach,988.14,21.552614
Kedem Concord Grape Kosher,1957.8,43.53662274
Ken Forrester Petit Pinotage,461.67,13.46199666
Ken Volk Pnt Nr Cuvee St Mar,5493.22,46.12267486
Ken Wright Canary Hill Pnt N,1924.65,51.40674928
Ken Wright Cellars Pnt Nr,1319.76,94.44444444
Ken Wright Freedom Hill Pnt,1979.64,29.61245479
Ken Wright Shea Ore Pnt Nr,2089.62,55.56799801
Kendall Jackson Pnt Nr Spl S,671.52,34.23874196
Kendall Jackson Sp Sel Chard,8776.68,33.05896991
Kendall Jackson Sp Sl Merlot,671.52,32.88062902
Kendall Jackson Spcl Cab Svg,1161.17,24.43483728
Kennedy's Original Irish,527.67,89.17884284
Kenwood Chard 12,2037.6,89.37720848
Kenwood Chard Sonoma,6248.46,10.16058357
Kenwood Cve Brut Yulupa Spa,1393.45,7.768488284
Kenwood J London Znfdl,8419.15,32.35920491
Kenwood Merlot Sonoma,3328.63,13.79516498
Kenwood Yulupa Cab Svgn Cal,1681.13,29.48076591
Kenwood Yulupa Chard Cal,1393.45,27.78212351
Kenwood Yulupa Cuvee Brut,1477.06,31.04545516
Kenwood Yulupa Merlot Cal,988.9,32.72525028
Kenwood Yulupa Pnt Nr,1177.69,24.19057647
Keo St John Commandaria Cyp,719.73,50.96911342
Kesselstatt Josephshofer Kab,1522.95,13.70432385
Kesselstatt Piesp G Kab Rsl,314.79,35.09006004
Kesselstatt Piesporter Gold,929.69,97.80572019
Kesselstatt Rsl RK QbA Mosel,8358.32,25.6288345
Kesselstatt Schwartzhof GG,263.88,33.78808549
Ketel One Oranje,3442.32,46.90964233
Kettmeir Muller Thurgau Alto,3798.1,31.56183355
Kettmeir Pnt Grigio Alto Adi,3438.28,26.2026362
Kibo Junmai Sake,197.67,5.752010927
Kikkoman Plum Wine,7012.2,35.15301902
Kim Crawford Pnt Gr Marlboro,9359.92,19.36597749
King Est Domaine Pnt Gris,1470.45,11.70049985
King Estate Dom Pnt Nr 12,3761.43,8.720087839
King Rabbit Malbec Pay D'Oc,143.82,77.76387151
King Robert II Scotch Whisky,246.87,77.86689351
Kinsella Est Cab Svgn 10,4829.58,57.30891713
Kir-Yianni Akakies Yianakoho,395.78,33.79655364
Kirkland Signature Cab Svgn,311.76,39.26096998
Kirkland Signature Chard,171.38,25.77897071
Kirkland Signature Chard 12,319.8,20
Kirkland Signature Supr Brdx,7.99,32.91614518
Kismet Wine Papa's All-Black,2518.74,98.43374068
Kistler Hyde Chard,875.88,34.21016578
Kistler Les Noisetiers Sono,2034.63,17.99590097
Kistler Pinot Noir RRV,3189.42,34.20621931
Kitaya Ai No Hime Sprkl Sake,2989.28,28.8979286
Klinker Brick Farrah Syrah,7315.84,18.34498841
Klinker Brick Marisa Znfdl,2274.35,72.30373513
Klinker Brick Old Ghst Znfdl,5706.48,33.90934517
Knappogue Castle Irish 12 Yr,6678.33,75.52322212
Korbel Brut Rose,2596.05,26.22638239
Kosta Browne Pnt Nr RRV,9299,5.368211636
Kracher Beerenauslese Cuvee,119.88,31.93193193
Kringle Cream,5684.66,55.18958038
Kris Heart Rosso,4978,54.01205303
Kronan Swedish Punsch,179.94,51.69500945
Kru 82 Vodka,7440.09,23.28869678
Kru Peach Mango Vodka,4296.56,80.65708381
Krug Grande Cve Brut,2719.68,18.29921167
Krug Rose Champagne,467.98,0.662421471
Krupp Bros The Doctor Red,1999.8,59.45994599
Krupp Bros Veraison Red,5753.82,51.62987372
Krupps Brothers Veraison,5119.36,6.752211214
Kuentz Bas Alsace White,1806.71,33.0495763
Kunde Cab Svgn Sonoma Cnty,540.63,22.50707508
Kunde Chard Sonoma Cnty,870.33,21.04604001
Kunde Magnolia Lane Svgn Bl,8003.41,39.47005089
L Bernard Cotes du Rhone,7883.68,44.35961378
L Einaudi Dolcetto Dogliani,5792.78,67.3151751
L'Ardi Dolcetto D'Acqui,3777.67,46.4050592
L'Argentier Rose d'Aramon,2682.21,4.168577404
L'Ecole No 41 Cab 12 Walla W,2966.31,14.19642586
L'Ecole No 41 Chenin Bl OV,1122.39,24.81757678
L'Ecole No 41 Red Columbia V,1898.1,46.88741373
L'Eglise Saint-Hilaire Borde,2166.14,90.89394037
L'Enclos de Viaud Lalande Po,3148.95,99.34327315
L'Excellence Blanc 2015,1658.34,23.28231846
L.A. Cetto Cab Svgn,431.64,34.19516264
LAN Rioja Reserva,809.52,2.905425437
LAN Rsva Rioja,188.92,5.616133813
La Atalaya Almansa Red,970.4,73.45424567
La Basttistina Gavi,123.92,9.651387992
La Cana Albarino,7275.26,38.62927236
La Caplana Gavi di Gavi,6654.65,26.03908545
La Carraia Orvieto Clsc,5497.94,37.91129041
La Chapelle Mission Haut Bri,2295.72,83.2205147
La Chapelle de la Mission Ha,2369.7,70.11267249
La Clarence de Haut Brion PL,4402.63,47.81119467
La Clarte de Haut Brion 10,7769.3,53.64447247
La Crema Chard Sonoma Coast,1188.81,1.67730756
La Crema Pnt Nr Sonoma Coast,701.46,26.86682063
La Crema Russian Rive Pnt Nr,395.88,31.97938769
La Croix Belle No 7 Rose 15,4672.25,31.57900369
La Croix de Carbonnieux Blnc,1117.57,89.14519896
La Croix de Carbonnieux Roug,1253.34,83.94051095
La Dame Montrose St Estep 11,1403.73,97.56363403
La Demoiselle Sociando Haut,424.83,67.98719488
La Fee NV Absinthe,559.72,44.84742371
La Fleur d'Amelie Brdx Rose,4871.25,30.13292276
La Font de Notre Dame Rastea,1011.56,48.82854205
La Garenne Entre Mer Wh,1549.59,13.69329952
La Jota Cab Svgn Howell Mtn,2339.64,27.37344207
La Jota Howell Mtn Merlot,1429.78,4.795842717
La Joya Svgn Blanc,83.93,3.491004408
La Lecciaia Brunello di Mont,1405.63,77.63280522
La Maialina Gilfredo Verment,4302.69,24.82168132
La Merika Pnt Grigio Montery,4674.8,79.18028579
La Monacesca Verd di Mattell,779.61,44.54663229
La Mondotte 08 St Emilion,1887.92,74.3145896
La Mura Blanco,1258.2,28.88888889
La Mura Rosso,838.8,24.62088698
La Noble Chard Unoaked,629.55,2.088793583
La Petite Maison Ventoux Bl,160.77,88.55507868
La Pettegola Vermentino,269.85,19.48860478
La Puerta Alta Malbec Bonrda,191.88,32.89555972
La Quintinye Blanc Vermouth,2798.25,21.77539534
La Quintinye Rouge Vermouth,3198,26.0412758
La Scolca Black Label Gavi,431.88,31.036399
La Terre Chard Cal,461.16,26.04519039
La Terre Merlot,184.23,10.19175907
La Vieille Ferme Red B/B,499.8,18.36734694
La Volpe Pnt Grigio,1127.16,30.46949856
La Volpe Prosecco,415.74,8.904603839
LaBelle Winery Americus,7196.4,18.36835084
Label 5 Scotch 12 Yr,4446.61,67.8883464
Laboure-Roi Pouilly Fuisse,639.36,66.66666667
Lacoste Borie Pauillac,7291.13,26.87278927
Ladera Stile Blocks Cab Napa,1749.65,16.73534707
Ladyburn 41 Yr Old Scotch,5999.97,48.32040827
Lafite Rsv Speciale Bl Brdx,485.72,70.40270114
Lagler Gr Velt Smaragd Stein,1529.15,8.890560115
Lagler Rsl Smaragd Elmerberg,2133.03,10.96046469
Lago Rose,9937.35,24.08116852
Laguna Chard,2672.09,25.27871441
Lake Sonoma Cab Svgn AV,527.78,0.327788094
Lake Sonoma Znfdl Dry Creek,2218.89,43.10668848
Lamberti Prosecco Extra Dry,558.4,29.89971347
Lancers Rose,2485.85,32.60494398
Landmark 12 Overlook Chard S,2249.25,45.10170057
Landmark Overlook Pnt Nr,2083.25,35.08892356
Lange Pnt Gris Willamette,940.44,37.45055506
Lange RSV Willamette Pnt Nr,6001.06,56.69598371
Laphroaig 18 Yr Single Malt,3429.59,68.43587717
Lapierre Raisins 14 Gaulois,2056.53,1.243356528
Las Brisas Rueda Wh,2996.69,45.83490451
Las Pizarras Garnacha,419.4,31.90271817
Las Valles Carinena Red,1851.94,25.46194801
Las Valles Viura-Chard,1447.39,23.39314214
Latour 11 Corton-Chrl Bl AC,7583.21,8.253101259
Latour 11 Merslt-Blgny P Cru,1449.71,97.71609494
Latour 13 Cuvee Bourgog Blnc,7419.36,90.66091954
Latour Beaujolais Villages,8482.22,42.40847325
Latour L'Ardeche Chard,558.57,12.99210484
Lauders,969.21,26.69287358
Laurent Reverdy Sancerre,323.76,35.50778354
Lavergne Brdx Rouge,9867.65,31.25688487
Laya Tinto Almansa,9310.79,30.26757128
Layer Cake Garnacha,7191.57,48.61650516
Lazzaroni Sweet Marsala,3335.29,1.464640256
Le Capitaine Vouvray Loire,191.88,33.77110694
Le Cengle CdProvence Rose,4728.36,31.4811055
Le Clarence de Haut Brion 12,1741.87,7.06883981
Le Gr Bouqueteau Chinon Roug,7211.49,25.58458793
Le Grande Courtage Brut,4611.8,25.14315445
Le Grande Courtage Rose,988.1,52.3995547
Le Haut Medoc de Lascombes,5283.49,88.23618479
Le Macchiole Bolgheri Rosso,1349.5,79.35828084
Le Petit Cheval St Emilion,719.85,33.33194416
Le Petit Haut Lafitte Brdx,1691.53,32.4256738
Le Petit Mout Roths 11 Pauil,2099.86,95.20634709
Le Ragose Valpo Clsco 09,1630.98,20.5385719
Le Val Grenache Rose,7835.87,24.99709668
Le Volte Red Toscana,666.77,33.77026561
LeCompte Calvados 12 Yr Old,1049.85,80.53436205
LeCompte Calvados 18 Yr Old,1689.87,77.54146769
LeCompte Calvados 5 Yr Old,2015.64,80.16014765
Leaf Vodka Alaskian Glacial,6230.79,65.62329977
Leblon Cedilla Acai Liqueur,89.97,73.3355563
Lee Family Farm Albarino Mon,1313.27,84.62311634
Lee Family Farm Rio Tinto S,730.57,29.89583476
Leese Fitch Svgn Bl,533.54,15.32031338
Leese-Fitch Chard,843.28,24.01100465
Leese-Fitch Merlot,179.84,4.715302491
Leflaive Macon Verze,6010.33,14.69353596
Legacy Red Alexander Valley,1377.74,76.6138749
Legaris Crianza Ribera del,94.74,32.42558581
Legend of the Vine Cab Svgn,783.38,33.77926421
Leoville Poyfre St Julien 09,1847.94,77.6291438
Lepanto Solera Gran Reserva,783.84,87.82532149
Leroux Apple Schnapps,29.96,23.09746328
Leroux Cherry Brandy,95.88,21.90237797
Leroux Polish Blackberry Bdy,422.53,1.304049417
Les Dauphins Cotes du Rhone,486.15,57.79080531
Les Embruns Rose,1104.15,54.91916859
Les Fiefs de Lagrange 11 Jul,494.85,54.02647267
Les Hauts Calas Chinian 14,1478.52,26.90528366
Les Hauts de Lagarde Blanc,688.47,7.598007175
Les Lauzeraies Tavel,637.42,24.1034169
Les Pasquets Entre Deux Mers,789.21,83.8699459
LiDestri Red Sangria,4351.16,19.19097436
LiDestri Spicy Bloody Mary,71.92,2.55839822
LiDestri White Sangria,197.78,9.748205076
Liberty Creek Cab Svgn Tetra,432.71,33.77550785
Liberty Creek Merlot Tetra P,85.24,12.99859221
Liberty Creek Pink Moscato,215.73,27.94697075
Liberty Creek Prem RSV Merlo,407.49,25.02392697
Liberty Creek Vyd Pnt Noir,231.71,2.119028095
Liberty Crk Pnt Grigio,35.88,32.10702341
Liberty Crk Prm RSV Wh Znfdl,1733.83,30.08541783
Liberty Crk Vyd Pnt Grigio,990.73,32.04202961
Liberty School Cuvee Red CC,118.83,54.15299167
Licor 43 Liqueur Gift Pack,2534.68,35.6605173
Lila Rose 4 Pk Cans,65.94,33.75796178
Lila Svgn Bl 4 Pk Cans,2198,33.88398544
Lillet Rose French Aperitif,1277.29,14.60044313
Lima Loureiro Vino Verde DOC,1640.4,41.66057059
Lincourt Courtney's Chard,461.58,76.34212921
Lindemans Bin 90 Moscato,2377.14,39.00653727
Lindemans Bin 99 Pnt Nr,5577.24,31.62388565
Lindemans Cawarra Shiraz/Cab,3480.42,27.015705
Line 39 Merlot,211.79,8.107087209
Linkwood 15 Yr Old Sngl Malt,4719.41,88.08304428
Lions de Suduiraut Sauternes,2050.92,90.06104577
Liquore Strega,353.88,25.36453035
Little Black Dress Divalicio,5899.66,33.35954953
Little Black Dress Pnt Grigi,163.84,21.484375
Little Penguin Cab Svgn Ausl,2267.73,22.18121205
Little Penguin Merlot Ausl,7275.09,32.23685205
Little Yering Pnt Nr Yarra V,719.52,32.42161441
Live-A-Little Ravishing Red,1582.56,34.21292084
Live-A-Little Wicked White,791.28,31.93812557
Livingston Cab Svgn Cal,157.86,70.86025592
Livingston Chablis Blush Ca,2623.69,22.73264888
Livingston Chianti Cal,153.8,10.85825748
Livingston Clrs Pnt Grigio,255.68,27.48748436
Livingston Clrs Red Rose,497.37,31.09355208
Livingston Clrs Rhine Calif,350.46,87.64480968
Livingston Rhine Calif,465.41,34.34176318
Livingston Sangria Natural,569.28,31.41863406
Livingston Wh Znfdl Cal,341.57,27.2272155
Livio Felluga Pinot Grigio,847.64,56.87791987
Livon Pnt Grigio,4789.85,27.03487583
Llopart Rose Cava Brut Rsva,4800.04,58.10534912
Llord's Orange Curacao,1880.86,25.23845475
Llord's Peach,227.62,29.45259643
Lobstah White,1108.95,68.34392894
Lobster & Shrimp Muscadet,8856.77,59.29396383
Locations CA Red,3934.36,30.78213483
Locations OR Red,4534.11,13.62273963
Lock & Key Meritage,779.4,31.48575828
Loimer Lois Gruner Veltliner,4834.65,35.45303176
Lokoya Diamond Mtn Cab Svgn,974.97,33.77334687
Lokoya Howell Mtn Cab Svgn,1949.94,0.660020308
Lokoya Mt Veeder Cab Svgn,3574.89,13.4205528
Lokoya Spring Mtn Cab Svgn,4549.86,35.06569433
Lombardo Marsala Ambra Dry,97.13,25.3783589
Long Lake Cab Svgn Cal,209.65,5.442404007
Looking Glass Cab Svgn,39.48,31.00303951
Looking Glass Wh Znfdl,39.48,31.00303951
Lost Angel Moscato,779.22,18.8034188
Lot No 40 Canadian Rye,3299.42,92.14377072
Louis Jadot Chmble-Musgny 11,99.98,65.51310262
Louis Jadot Nuits St Geo 11,899.88,34.64461928
Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679
Louis M Martini Cab Svgn,7479.37,34.9899791
Louis de Grenelle Rose,734.51,21.00856353
Loukatos Mastic Liqueur,485.73,50.97276265
Loukatos Retsina,6316.34,54.35552868
Loukatos Tsipouro Brandy,139.93,36.49681984
Love Lane Carmenere,2897.33,7.792346747
Love Lane Svgn Bl,4360.13,6.72961586
Love Oregon Pnt Nr,659.61,11.8630706
Love Oregon Rsl,978.34,52.04121267
Lower East Side Cab Svgn,3908.88,60.2031784
Lucano Amaro,2188.54,71.18170104
Lucano Limencello,945.14,69.68068223
Lucanto Montepulciano d'Abru,577.66,51.63937264
Luce Brunello Montalcino 10,2183.79,31.97422829
Luce Della Vite Lucente Tosc,7218.51,45.2490888
Luce Della Vite Toscana,2199.78,59.46594659
Lucienne Doctor's Vyd Pnt Nr,767.84,34.3548135
Lucky Duck Cab Svgn,90.96,31.13456464
Lucky Duck Moscato,227.4,22.56816183
Lucky Duck Riesling,125.07,27.176781
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972
Luiano Ottantuno Chianti,3197.22,68.58051682
Luiano Rosato,385,53.40963157
Luigi Bosca Chard,4748.16,4.475839062
Luigi Bosca Los Miradores Ma,1033.62,29.04549061
Luigi Bosca Malbec 13,1329.3,30.50778605
Luigi Bosca Malbec SV DOC,418.83,14.2754817
Luigi Bosca RSV Cab Svgn,9960.35,25.87007485
Luigi Bosca de Sangre,2899.77,17.26792125
Luna di Luna Prosecco,1495.12,29.1775911
Lustau Pedro Ximenez San Emi,107.96,33.34568359
Luxardo Amaretto di Saschira,349.86,44.13765506
Luxardo Angioletto Hazelnut,1258.2,78.49308536
Luxardo Sambuca Dei Cesari,299.88,22.4889956
Luxury Edition Pnt Nr Rose S,623.52,34.64203233
Luxury Edition Prosecco,740.43,33.33333333
Luzon Jumilla Red,2275.32,20.39800995
Lynch Bages 09 Pauillac,2619.96,66.21627811
Lyrarakis Assyrtiko,431.73,9.276631228
Lyrarakis Okto Syrah Blend,9190.01,26.86493268
Lyrarakis Okto White,959.4,34.20888055
Lyric by Etude Pnt Nr,2204.45,29.30481526
M & R Bianco Vermouth,964.21,21.85519752
M & R Sparkling Rose,8902.21,42.91776986
M Chiarlo 10 Chiarlo Rosso,8401.59,33.10337686
M Chiarlo Barolo Cerequio,879.89,64.58193638
M Chiarlo Gavi Wh,1208.9,99.39366366
M D 20/20,8993.46,27.77918621
M D 20/20 Coco Loco,2090.76,17.9389313
M D 20/20 Habanero Lime Arit,2433.9,22.0411685
M Lynch Bordeaux Blanc Grave,3858.45,55.01742928
M Lynch Bordeaux Rouge Medoc,7370.09,80.34433772
M Molitor Spatlese Mosel,3944.53,35.01887424
MSH Cellars Svgn Bl Napa Vly,1918.4,73.46643036
MU Creamy Vanilla Latte,142.89,24.75330674
Ma Terr Aglianico Vulture,167.88,31.95139385
MacGavin's Highland Scotch,2500.61,96.84956871
MacMurray Ranch Selct Pnt Nr,3289.23,28.65564281
Macchia Mischievous Znfdl Lo,5247.5,19.97713197
Mad Dogs & Englishmen Jumil,279.8,97.66619014
Madria Sangria Moscato,1306.33,24.48977785
Madrigal Petite Sirah,6897.94,95.24263766
Magellan Gin,1481.43,31.90363365
Maggio Cab Svgn,333.66,13.25301205
Maggio Chardonnay,131.88,33.75796178
Maggy Hawk Afleet Pnt Nr,1924.65,30.90795729
Maipe Malbec Mendoza,6970.87,37.7248464
Maison L'Envoye The Attache,3772.98,67.32026144
Maison L'Envoye Two Messenge,4574.24,68.59806219
Malamatina Retsina,4967.55,31.09540921
Malibu Cosmo Light RTD,610.59,66.53728361
Malibu Island Spiced Rum,587.03,65.82116757
Malibu Mango Rum,3354.02,2.806482967
Malibu Peach Sparkler RTD,5284.73,78.53097509
Malibu Red,8970.83,70.43517712
Malibu Rum Sparkler RTD,7117.89,76.51214054
Manabito Ginjo Sake,5652.99,39.17342857
Manero Rosso di Toscana IGT,167.88,32.88062902
Manifesto! Cab Svgn,675.48,22.93480192
Manifesto! Chard No Cst,4548.94,95.06302567
Manifesto! Svgn Bl,131.88,32.84804368
Manischewitz Cream Peach,119.76,33.26653307
Manischewitz Cream White Cnd,1839.89,17.44615167
Manon Rose de Provence,1682.84,54.77434708
Mantane Primitivo Puglio,6205.78,40.05266058
Manteo Red Blend Sonoma Cnty,407.76,34.19658623
Mapple Jack Liquer,4144.84,83.30454252
Mapuche Svgn Blanc,833.28,38.73847926
Marcarini Barolo Brunate,1979.67,24.76927973
Marcel Lapierre Morgon,2443.06,75.28836787
Marchesi Barolo Cannubi 11,2203.71,24.94112202
Marchesi Barolo Ruvei B Alba,179.9,11.55086159
Marchesi Bassini Chianti Rsv,413.64,33.33333333
Marchesi Bassini Sangiovese,359.64,34.63463463
Marchesi Di Barolo Sbirolo N,227.88,34.64981569
Marchesi di Barolo Barbaresc,986.79,7.24470252
Marcus James Malbec Mendoza,9518.18,34.02908959
Marcus James Rsl,223.72,15.51939925
Margaritaville Coconut,999.81,15.92802633
Margaritaville Island Lime,507.15,8.587202997
Margaritaville Tangerine Teq,376.74,64.48479057
Marie Brizard Anisette,159.92,21.86093047
Marietta Clrs Angeli Cuvee,4588.22,10.62459952
Marina Cvetic Mntlcno Abruzo,1043.64,59.06634472
Mark West Pnt Nr Santa Lucia,409.72,94.18627355
Mark West Pnt Nr Willamette,607.74,10.96850627
Marques de Caceres Albarino,6843.71,32.46937699
Marques de Grinon 10 Cab Svg,999.75,83.78394599
Marquis d Gelida Brut Rsv,2903.33,84.21192217
Marquis de Calon St Estephe,927.68,75.48723698
Marquis de Chasse Red Gines,205.82,61.40316782
Martinelli Belle Vigna Pnt N,4171.93,3.31812854
Martinelli Bondi Home Pnt Nr,6110.03,51.52036897
Martinelli Vellu Ranch Znfdl,2483.54,82.1319568
Marzadro Le Diciotto Lune,4179.24,86.14819919
Mas Alta Black Slate Priorat,611.64,77.16303708
Mas Belles Eaux Les Cot Roug,50.97,9.770453208
Mas Carlot Grenache Syrah,831.36,1.270207852
Mas De Daumas Gassac 15 Rose,5109.16,16.13396331
Mas Doix 12 Salanques Priora,2099.4,6.053158045
Mas Donis Montsant Old Vines,9963.88,44.49049968
Mas la Chevaliere Chard,359.64,31.03103103
Mas la Chevaliere Rose,1896.54,30.55142523
Masi Bonacosta Valpolicella,2863.22,34.51498662
Masi Campo Torbe Amarone 00,3719.69,3.87102151
Masi Campolongo di Torbe Ama,2793.78,32.11419654
Masi Masianco Pnt Grg/Verd,9605.53,40.91944953
Masi Mazzano Amarone 03,4199.72,8.305315592
Masi Modello Delle Venezie,7185.27,32.26768096
Masi Passo Doble,6650.4,38.44084566
Masi Serego Alighieri Vaio A,1763.72,71.98875105
Masi Tupungato Corbec,167.88,31.95139385
Maso Canali Pnt Grigio Coll,2469.94,30.24203017
Massenez Creme de Cassis,1781.19,36.89555859
Masseria Prosecco,959.04,14.41441441
Massolino Barbera D'Alba,5343.03,83.82341106
Massolino Barolo Margheria,2441.63,72.23166491
Massolino Barolo Parussi,989.85,90.99055412
Massolino Barolo Serralunga,7878.03,33.74016093
Massolino Dolcetto D'Alba,3890.71,76.66441344
Master's London Dry Gin,4528.49,85.70384389
Mastersons 10 Yr Old Rye,1679.79,82.4918591
Mastroberardino Radici Taura,934.83,3.956869163
Matanzas Creek Chard Sonoma,543.79,63.96403023
Matanzas Creek Merlot Sonoma,1188.53,49.91123489
Mateus Rose,6848.59,36.27175175
Matua Rose Wine,6235.84,30.73026248
Mayfair London Dry Gin,411.82,87.86362974
Maynard's 10 Yr Tawny Port,9615.19,8.811058336
Mayu Pedro Ximenez,9534.66,56.33153149
Maz Caz Rouge,575.64,31.95747342
Mazzei Castello Font Gr Slzn,1151.76,1.323192332
Mazzei Siepi,3059.64,77.16986312
Mazzei Zisola Notto Rosso,1367.28,58.51764086
McCormick Blended Whiskey,9491.58,22.5781166
McCormick Cherry Vodka,188.73,65.07709426
McCormick Gin,3375.27,32.69990253
McCormick Gold Label Bourbon,3995.29,27.82951926
McCormick Gold Rum,524.25,28.99952313
McCormick Irish Cream Liquer,545.48,13.10955489
McCormick Long Island Iced,8248.2,20.69687932
McCormick Scotch,494.07,40.02064485
McCormick Silver Rum,5550.06,31.37479595
McCormick Triple Sec,3112.2,30.26187263
McManis Barbera Jamie Lynn,113.91,22.78114301
McManis Petite Sirah Cal,1061.13,34.44347064
McManis River Jct Chard Cal,617.46,37.99436401
McWilliams Hanwood Cab Svgn,945.72,66.98600008
McWilliams Hanwood Est Chard,2369.61,60.33566705
McWilliams Hanwood Shiraz,9988.46,38.02648256
Meander Cab Svgn Napa Vly,8458.63,21.60716333
Meletti Amaro,35.98,20.01111729
Melini Orvieto Clsc Orzalume,159.8,58.6232791
Menage a Trois Merlot,155.88,33.33333333
Mer Soliel Reserve Chard SB,441.74,5.138769412
Mercat Brut Nature,314.79,53.92166206
Mercer Cab Svgn,1059.47,23.49004691
Mercer Canyons Chard,2277.77,25.07803685
Mercer Canyons Red,546.24,34.8198594
